stenosis_ID,artery_length_mm,diameter_mm,stenosis_position_mm,stenosis_length_mm,stenosis_severity_pct,start_mm,end_mm,is_eccentric
S70_S1043,100.0,3.9,25.9,9.6,71.4,21.1,30.7,FALSE
A50_S1044,100.0,3.9,29.4,8.4,51.0,25.2,33.6,TRUE
S70_S1045,100.0,3.7,31.0,11.0,76.2,25.5,36.5,FALSE
S60_S1046,100.0,3.8,33.8,11.6,66.1,28.0,39.6,FALSE
S50_S1047,100.0,3.7,28.5,12.2,50.3,22.4,34.6,FALSE
A40_S1048,100.0,3.8,37.4,18.3,46.7,28.2,46.6,TRUE
S50_S1049,100.0,3.6,20.0,15.0,53.5,12.5,27.5,FALSE
S50_S1050,100.0,3.6,26.8,8.4,50.6,22.6,31.0,FALSE
S50_S1051,100.0,3.6,20.9,11.6,55.3,15.1,26.7,FALSE
A60_S1052,100.0,3.9,35.8,11.8,64.7,29.9,41.7,TRUE
S50_S1053,100.0,3.7,35.9,11.8,51.0,30.0,41.8,FALSE
A50_S1054,100.0,3.8,27.5,16.6,56.7,19.2,35.8,TRUE
S50_S1055,100.0,3.9,29.1,10.7,58.5,23.8,34.4,FALSE
S50_S1056,100.0,3.9,29.0,8.1,53.6,25.0,33.0,FALSE
S40_S1057,100.0,3.5,27.3,13.1,47.8,20.8,33.8,FALSE
A60_S1058,100.0,3.8,30.4,9.0,69.1,25.9,34.9,TRUE
A50_S1059,100.0,3.7,21.6,11.8,55.0,15.7,27.5,TRUE
S60_S1060,100.0,4.0,38.3,7.8,61.3,34.4,42.2,FALSE
A70_S1061,100.0,3.9,26.5,12.6,77.0,20.2,32.8,TRUE
S70_S1062,100.0,4.0,24.5,7.8,71.9,20.6,28.4,FALSE
S60_S1063,100.0,3.7,26.7,8.9,61.8,22.2,31.2,FALSE
S40_S1064,100.0,3.9,32.7,11.5,43.6,27.0,38.4,FALSE
A80_S1065,100.0,3.8,34.6,13.5,80.6,27.8,41.4,TRUE
S60_S1066,100.0,3.9,22.3,17.9,64.3,13.4,31.2,FALSE
S50_S1067,100.0,3.6,21.0,14.0,59.8,14.0,28.0,FALSE
S50_S1068,100.0,3.6,24.4,14.1,56.6,17.3,31.4,FALSE
S50_S1069,100.0,3.7,22.1,18.9,54.9,12.7,31.6,FALSE
A70_S1070,100.0,3.7,27.8,10.4,70.7,22.6,33.0,TRUE
S70_S1071,100.0,3.5,27.3,15.9,71.0,19.4,35.2,FALSE
S50_S1072,100.0,3.6,20.6,16.5,52.2,12.4,28.8,FALSE
S50_S1073,100.0,3.6,19.5,13.2,58.1,12.9,26.1,FALSE
S60_S1074,100.0,3.9,31.7,16.1,63.0,23.6,39.8,FALSE
S50_S1075,100.0,3.9,34.7,13.4,59.0,28.0,41.4,FALSE
S50_S1076,100.0,3.5,17.5,18.1,55.1,8.4,26.6,FALSE
A50_S1077,100.0,3.7,29.1,6.4,55.7,25.9,32.3,TRUE
S50_S1078,100.0,3.8,21.1,5.0,53.0,18.6,23.6,FALSE
A30_S1079,100.0,3.7,19.8,13.5,39.5,13.0,26.6,TRUE
S60_S1080,100.0,3.9,23.2,11.3,60.9,17.5,28.8,FALSE
S60_S1081,100.0,3.6,30.2,17.3,63.4,21.5,38.8,FALSE
A60_S1082,100.0,3.7,27.5,7.2,61.8,23.9,31.1,TRUE
S40_S1083,100.0,3.6,28.7,13.7,42.8,21.8,35.6,FALSE
S50_S1084,100.0,3.8,27.5,11.5,58.7,21.8,33.2,FALSE
S60_S1085,100.0,3.5,22.9,12.8,64.9,16.5,29.3,FALSE
S50_S1086,100.0,3.8,23.4,12.4,57.3,17.2,29.6,FALSE
S40_S1087,100.0,3.9,34.5,16.1,45.1,26.4,42.6,FALSE
S50_S1088,100.0,3.8,33.9,12.7,55.3,27.6,40.2,FALSE
A70_S1089,100.0,3.7,31.0,12.0,75.8,25.0,37.0,TRUE
A60_S1090,100.0,3.9,26.6,13.8,67.0,19.7,33.5,TRUE
S40_S1091,100.0,4.0,29.3,14.8,48.3,21.9,36.7,FALSE
A60_S1092,100.0,3.7,22.1,12.1,63.9,16.0,28.2,TRUE
A70_S1093,100.0,3.8,33.9,14.2,78.5,26.8,41.0,TRUE
S50_S1094,100.0,3.6,19.9,11.1,53.5,14.3,25.4,FALSE
S50_S1095,100.0,3.6,35.3,13.7,50.9,28.4,42.2,FALSE
S60_S1096,100.0,3.9,29.1,18.3,68.2,20.0,38.2,FALSE
A50_S1097,100.0,3.9,24.9,13.0,54.3,18.4,31.4,TRUE
S70_S1098,100.0,4.0,36.5,15.2,76.4,28.9,44.1,FALSE
A70_S1099,100.0,3.7,33.0,13.7,75.5,26.2,39.8,TRUE
S50_S1100,100.0,4.0,37.8,9.1,55.0,33.2,42.3,FALSE
S60_S1101,100.0,3.6,25.1,9.4,61.6,20.4,29.8,FALSE
S60_S1102,100.0,3.5,20.6,15.6,60.8,12.8,28.4,FALSE
A50_S1103,100.0,3.6,19.0,13.3,52.0,12.4,25.6,TRUE
S40_S1104,100.0,3.8,37.1,19.0,47.6,27.6,46.6,FALSE
S50_S1105,100.0,3.6,32.3,17.0,55.2,23.8,40.8,FALSE
A50_S1106,100.0,3.7,27.1,9.3,50.0,22.5,31.8,TRUE
S50_S1107,100.0,3.9,21.4,16.4,53.1,13.2,29.6,FALSE
S60_S1108,100.0,3.8,35.5,15.4,67.6,27.8,43.2,FALSE
S50_S1109,100.0,3.8,27.3,10.4,53.7,22.1,32.5,FALSE
S60_S1110,100.0,3.9,33.1,19.1,62.1,23.6,42.7,FALSE
S60_S1111,100.0,4.0,30.7,12.3,67.9,24.5,36.8,FALSE
S40_S1112,100.0,3.6,20.4,14.4,48.8,13.2,27.6,FALSE
S50_S1113,100.0,3.7,22.7,9.0,54.0,18.2,27.2,FALSE
S50_S1114,100.0,4.0,32.4,10.4,57.3,27.2,37.6,FALSE
S50_S1115,100.0,3.8,25.2,14.4,51.1,18.0,32.4,FALSE
S70_S1116,100.0,3.6,26.0,16.1,71.7,18.0,34.0,FALSE
S60_S1117,100.0,3.7,20.8,7.0,69.9,17.3,24.3,FALSE
S60_S1118,100.0,3.9,22.7,12.5,61.1,16.4,29.0,FALSE
S50_S1119,100.0,3.5,27.0,8.3,52.8,22.8,31.2,FALSE
A40_S1120,100.0,3.8,32.8,6.6,42.1,29.5,36.1,TRUE
A60_S1121,100.0,3.8,23.4,11.1,62.2,17.8,29.0,TRUE
S60_S1122,100.0,3.6,36.5,7.6,64.2,32.7,40.3,FALSE
S60_S1123,100.0,3.5,23.0,11.7,63.7,17.2,28.8,FALSE
S50_S1124,100.0,3.9,38.8,15.5,57.2,31.0,46.6,FALSE
S40_S1125,100.0,3.6,25.5,13.2,49.3,18.9,32.1,FALSE
S40_S1126,100.0,3.9,33.5,11.9,46.9,27.6,39.4,FALSE
S50_S1127,100.0,3.6,23.7,13.3,58.3,17.0,30.4,FALSE
A80_S1128,100.0,4.0,26.4,11.1,80.8,20.8,32.0,TRUE
S60_S1129,100.0,4.0,32.6,18.0,62.5,23.6,41.6,FALSE
S50_S1130,100.0,3.9,20.0,9.3,55.8,15.4,24.6,FALSE
A40_S1131,100.0,4.0,32.9,14.2,49.1,25.8,40.0,TRUE
S60_S1132,100.0,3.8,33.9,8.6,63.0,29.6,38.2,FALSE
S40_S1133,100.0,3.7,30.2,16.3,48.9,22.0,38.4,FALSE
S70_S1134,100.0,3.9,36.9,7.4,70.5,33.2,40.6,FALSE
S60_S1135,100.0,3.9,20.6,8.4,62.8,16.4,24.8,FALSE
S50_S1136,100.0,4.0,39.2,11.0,54.8,33.7,44.7,FALSE
S60_S1137,100.0,3.7,32.4,10.3,65.9,27.2,37.6,FALSE
S50_S1138,100.0,3.9,34.5,8.5,52.6,30.2,38.8,FALSE
S60_S1139,100.0,3.9,33.5,16.8,66.4,25.1,41.9,FALSE
S60_S1140,100.0,3.6,22.3,16.3,60.0,14.2,30.4,FALSE
A50_S1141,100.0,3.8,32.6,11.5,54.0,26.8,38.4,TRUE
S70_S1142,100.0,3.8,21.3,15.2,73.4,13.7,28.9,FALSE
A40_S1143,100.0,3.7,35.6,8.1,45.5,31.6,39.6,TRUE
S60_S1144,100.0,4.0,36.5,12.1,60.6,30.4,42.6,FALSE
A40_S1145,100.0,3.7,24.7,12.9,48.4,18.2,31.2,TRUE
A60_S1146,100.0,3.7,26.0,9.7,66.0,21.2,30.8,TRUE
S60_S1147,100.0,3.8,18.7,7.3,69.4,15.0,22.3,FALSE
S50_S1148,100.0,3.7,34.5,10.4,56.3,29.3,39.7,FALSE
S60_S1149,100.0,3.7,32.8,13.5,61.1,26.0,39.6,FALSE
A30_S1150,100.0,3.8,28.9,12.1,37.0,22.8,34.9,TRUE
S60_S1151,100.0,3.8,24.2,14.5,60.1,17.0,31.4,FALSE
S40_S1152,100.0,3.5,21.2,13.4,49.9,14.5,27.9,FALSE
S70_S1153,100.0,3.9,29.0,11.6,78.8,23.2,34.8,FALSE
S60_S1154,100.0,3.6,19.3,15.9,63.1,11.4,27.2,FALSE
A60_S1155,100.0,3.8,22.2,13.7,68.4,15.4,29.0,TRUE
S40_S1156,100.0,3.6,23.4,14.9,48.7,16.0,30.8,FALSE
A60_S1157,100.0,3.7,18.7,14.0,61.6,11.7,25.7,TRUE
S50_S1158,100.0,3.6,28.6,14.1,55.1,21.6,35.6,FALSE
A50_S1159,100.0,3.7,20.9,16.8,59.8,12.5,29.3,TRUE
S60_S1160,100.0,3.6,26.0,9.8,64.4,21.1,30.9,FALSE
S50_S1161,100.0,3.6,32.7,10.4,51.2,27.5,37.9,FALSE
S40_S1162,100.0,4.0,38.8,12.7,46.1,32.4,45.2,FALSE
S60_S1163,100.0,3.7,27.0,14.2,64.3,19.9,34.1,FALSE
S50_S1164,100.0,3.8,27.0,20.0,56.4,17.0,37.0,FALSE
S50_S1165,100.0,4.0,40.1,9.6,55.7,35.3,44.9,FALSE
S70_S1166,100.0,3.9,25.7,11.5,72.8,20.0,31.4,FALSE
S50_S1167,100.0,3.8,36.8,13.6,59.4,30.0,43.6,FALSE
S60_S1168,100.0,3.9,23.8,12.2,69.3,17.7,29.9,FALSE
S60_S1169,100.0,3.9,23.5,8.4,63.6,19.3,27.7,FALSE
S60_S1170,100.0,3.9,36.6,13.0,63.5,30.1,43.1,FALSE
A70_S1171,100.0,3.7,24.7,9.4,72.7,20.0,29.4,TRUE
A60_S1172,100.0,4.0,24.5,14.2,65.7,17.4,31.6,TRUE
A60_S1173,100.0,3.9,33.8,11.8,67.3,27.9,39.7,TRUE
S50_S1174,100.0,3.6,22.0,15.6,50.6,14.2,29.8,FALSE
S50_S1175,100.0,3.8,21.6,15.7,58.8,13.8,29.4,FALSE
S50_S1176,100.0,4.0,37.6,9.0,54.8,33.1,42.1,FALSE
S60_S1177,100.0,3.8,36.9,11.0,60.6,31.4,42.4,FALSE
S50_S1178,100.0,3.9,27.8,11.4,52.6,22.1,33.5,FALSE
S60_S1179,100.0,3.8,29.3,16.3,66.8,21.2,37.4,FALSE
S40_S1180,100.0,3.6,27.2,11.1,48.0,21.6,32.8,FALSE
S60_S1181,100.0,3.7,36.3,8.2,68.6,32.2,40.4,FALSE
A40_S1182,100.0,3.5,29.0,15.1,44.6,21.4,36.6,TRUE
A50_S1183,100.0,3.6,28.5,18.8,55.7,19.1,37.9,TRUE
S70_S1184,100.0,3.7,34.7,9.5,70.4,30.0,39.4,FALSE
S70_S1185,100.0,3.5,21.9,9.2,71.4,17.3,26.5,FALSE
A60_S1186,100.0,3.7,26.8,16.0,66.2,18.8,34.8,TRUE
A50_S1187,100.0,3.9,32.0,12.1,53.2,26.0,38.0,TRUE
S50_S1188,100.0,3.6,26.0,11.4,53.8,20.3,31.7,FALSE
S50_S1189,100.0,3.6,22.3,12.8,51.7,15.9,28.7,FALSE
S60_S1190,100.0,3.5,29.4,12.0,60.5,23.4,35.4,FALSE
S50_S1191,100.0,3.7,30.3,11.4,56.5,24.6,36.0,FALSE
A50_S1192,100.0,3.6,24.5,10.1,56.1,19.4,29.6,TRUE
A50_S1193,100.0,3.5,33.9,13.8,58.4,27.0,40.8,TRUE
A50_S1194,100.0,3.9,21.0,11.5,51.2,15.2,26.8,TRUE
S40_S1195,100.0,3.6,17.7,18.8,46.3,8.3,27.1,FALSE
S40_S1196,100.0,3.6,30.1,16.3,46.5,22.0,38.2,FALSE
S40_S1197,100.0,3.7,36.0,7.6,47.3,32.2,39.8,FALSE
S70_S1198,100.0,3.5,22.5,13.7,71.1,15.6,29.4,FALSE
S40_S1199,100.0,3.6,18.4,5.4,48.4,15.7,21.1,FALSE
S70_S1200,100.0,3.6,29.5,10.6,72.2,24.2,34.8,FALSE
